order_id,order_date,region,category,sub_category,sales,profit
ORD64693,2025-04-12,East,Technology,Accessories,273.2,53.4
ORD33562,2023-11-11,Central,Technology,Laptops,825.05,109.04
ORD03974,2023-12-30,Central,Furniture,Bookcases,138.07,14.02
ORD08806,2024-06-21,South,Office Supplies,Binders,350.94,32.08
ORD08987,2023-07-12,East,Furniture,Tables,924.17,175.16
ORD92019,2024-12-03,South,Technology,Accessories,23.39,1.97
ORD91843,2023-08-09,South,Technology,Phones,720.76,120.36
ORD13266,2023-08-25,South,Furniture,Tables,46.94,10.45
ORD15848,2024-02-26,East,Technology,Laptops,976.43,86.57
ORD80526,2023-12-13,West,Technology,Accessories,881.53,173.68
ORD21196,2023-07-04,South,Office Supplies,Paper,500.6,40.12
ORD47220,2024-02-07,West,Office Supplies,Paper,840.75,50.51
ORD39707,2024-06-13,South,Technology,Phones,901.68,46.66
ORD45447,2024-12-24,Central,Technology,Phones,680.26,155.83
ORD08231,2024-05-18,Central,Office Supplies,Paper,869.79,152.32
ORD14619,2024-08-26,East,Furniture,Bookcases,271.76,72.57
ORD76626,2023-10-26,West,Furniture,Chairs,878.81,255.74
ORD35960,2024-03-17,West,Furniture,Tables,593.38,146.76
ORD30261,2025-01-03,South,Technology,Accessories,768.15,144.31
ORD84025,2024-06-20,South,Office Supplies,Paper,673.05,37.0
ORD87036,2024-07-14,South,Technology,Accessories,369.38,58.82
ORD60506,2023-12-09,East,Furniture,Bookcases,852.71,237.56
ORD06636,2025-03-14,Central,Technology,Accessories,940.81,268.91
ORD05028,2025-04-28,East,Office Supplies,Binders,741.08,192.45
ORD16409,2024-08-05,Central,Furniture,Tables,91.25,15.52
ORD91039,2023-07-13,East,Furniture,Chairs,376.7,111.05
ORD91203,2024-10-17,Central,Furniture,Tables,851.56,192.2
ORD02520,2024-09-23,East,Technology,Accessories,868.39,168.88
ORD45237,2025-01-16,Central,Technology,Laptops,513.32,53.95
ORD59795,2023-12-05,East,Office Supplies,Binders,743.82,148.89
ORD19260,2023-07-17,East,Furniture,Tables,860.99,53.13
ORD98602,2025-04-09,East,Office Supplies,Binders,389.52,89.56
ORD75745,2023-12-26,South,Technology,Laptops,416.19,103.44
ORD49205,2024-01-17,West,Technology,Accessories,865.25,93.59
ORD89445,2023-11-30,East,Furniture,Chairs,339.33,86.54
ORD81180,2024-10-10,Central,Office Supplies,Paper,274.39,81.88
ORD81896,2024-03-05,South,Technology,Accessories,791.49,208.86
ORD58344,2025-01-20,East,Office Supplies,Paper,261.85,35.15
ORD56622,2024-09-14,East,Furniture,Bookcases,775.02,214.26
ORD52179,2024-06-27,South,Office Supplies,Binders,151.31,29.97
ORD05660,2023-12-08,South,Technology,Phones,354.54,40.74
ORD61624,2024-08-02,South,Technology,Phones,767.18,194.12
ORD60704,2024-05-22,South,Furniture,Chairs,739.66,40.47
ORD26602,2023-11-08,Central,Office Supplies,Paper,763.21,198.93
ORD51585,2023-06-30,Central,Office Supplies,Paper,777.7,129.99
ORD15301,2024-05-16,East,Office Supplies,Binders,452.71,25.73
ORD31671,2024-02-09,West,Furniture,Bookcases,474.57,66.64
ORD60587,2024-08-26,Central,Technology,Laptops,540.93,113.76
ORD05224,2024-01-29,West,Office Supplies,Pens,728.21,75.83
ORD13395,2024-02-02,South,Office Supplies,Paper,979.13,178.71
ORD79406,2023-12-31,West,Office Supplies,Paper,824.91,214.59
ORD53157,2024-09-04,Central,Technology,Laptops,678.28,98.91
ORD05719,2025-06-03,West,Technology,Phones,345.68,83.88
ORD18986,2024-05-11,South,Technology,Accessories,414.77,36.03
ORD46936,2024-02-20,South,Furniture,Bookcases,525.87,65.77
ORD61833,2025-04-23,East,Office Supplies,Paper,440.04,36.98
ORD59748,2024-05-31,South,Technology,Laptops,689.53,59.27
ORD68057,2023-07-17,East,Technology,Phones,944.22,96.37
ORD23771,2024-08-03,South,Office Supplies,Paper,697.8,97.37
ORD43019,2023-10-31,West,Furniture,Bookcases,442.61,77.89
ORD20956,2024-06-22,South,Technology,Phones,418.31,91.17
ORD33329,2024-12-02,East,Office Supplies,Pens,920.15,166.39
ORD73239,2025-04-07,South,Technology,Accessories,249.08,16.04
ORD64402,2025-04-13,Central,Office Supplies,Binders,274.51,37.53
ORD82532,2025-03-03,East,Technology,Accessories,944.72,189.88
ORD24277,2025-05-22,West,Office Supplies,Binders,586.16,138.07
ORD39238,2025-04-12,Central,Technology,Laptops,440.48,50.37
ORD52023,2024-11-22,East,Office Supplies,Binders,688.18,161.36
ORD20914,2024-11-24,South,Office Supplies,Binders,742.01,129.89
ORD01693,2023-12-03,South,Office Supplies,Pens,352.22,40.04
ORD28442,2023-11-20,South,Furniture,Bookcases,710.37,40.42
ORD47199,2024-07-20,Central,Furniture,Chairs,487.32,129.18
ORD51545,2023-09-15,West,Office Supplies,Pens,222.12,14.42
ORD60756,2024-08-23,West,Furniture,Bookcases,164.28,12.46
ORD99138,2023-11-27,East,Office Supplies,Paper,658.22,113.56
ORD10064,2023-12-16,East,Office Supplies,Binders,434.48,27.94
ORD32262,2025-05-18,Central,Furniture,Bookcases,885.38,126.6
ORD27777,2023-11-25,Central,Office Supplies,Pens,416.07,78.37
ORD31680,2024-04-13,East,Office Supplies,Binders,941.2,243.66
ORD64707,2023-06-11,East,Furniture,Bookcases,859.35,81.46
ORD38503,2024-03-28,East,Furniture,Bookcases,424.94,123.35
ORD05952,2024-10-05,East,Furniture,Tables,200.7,29.98
ORD84241,2024-12-25,South,Furniture,Chairs,433.86,24.43
ORD07402,2025-05-06,East,Office Supplies,Paper,885.87,212.49
ORD74067,2025-02-05,West,Furniture,Tables,925.37,149.37
ORD58267,2024-04-30,East,Office Supplies,Pens,30.56,1.78
ORD25906,2025-03-14,West,Furniture,Chairs,425.0,70.0
ORD20036,2023-11-04,Central,Office Supplies,Paper,586.02,154.24
ORD14974,2024-02-08,South,Furniture,Bookcases,293.06,47.15
ORD97931,2024-07-19,West,Technology,Phones,549.13,158.96
ORD39979,2025-03-21,East,Technology,Laptops,761.11,99.91
ORD84914,2024-09-16,East,Furniture,Tables,623.47,126.68
ORD86099,2025-04-29,Central,Furniture,Bookcases,611.55,143.43
ORD32239,2023-12-25,West,Furniture,Tables,706.7,210.47
ORD61212,2024-12-18,South,Furniture,Bookcases,863.96,77.77
ORD89811,2024-02-19,East,Office Supplies,Binders,361.1,22.37
ORD40012,2024-11-22,South,Furniture,Chairs,833.84,191.48
ORD76223,2025-03-04,South,Office Supplies,Pens,344.51,32.01
ORD98474,2023-10-21,West,Technology,Accessories,317.65,93.49
ORD25678,2024-11-30,South,Office Supplies,Pens,753.94,148.22
ORD71888,2023-09-26,East,Office Supplies,Pens,20.56,5.44
ORD23788,2024-10-25,South,Office Supplies,Binders,430.32,74.79
ORD70584,2023-07-31,Central,Office Supplies,Binders,186.25,34.72
ORD68061,2024-12-28,East,Technology,Phones,603.12,55.17
ORD34956,2024-02-01,East,Office Supplies,Paper,884.47,96.89
ORD79984,2024-04-08,East,Office Supplies,Paper,551.37,153.54
ORD05867,2024-10-05,West,Furniture,Chairs,361.53,35.47
ORD49638,2023-12-13,West,Furniture,Chairs,958.26,106.53
ORD09723,2024-04-10,East,Furniture,Chairs,813.4,224.88
ORD10809,2025-04-22,Central,Office Supplies,Binders,131.25,35.59
ORD26166,2023-09-19,West,Office Supplies,Paper,341.99,78.48
ORD01655,2025-05-08,East,Furniture,Tables,589.28,149.26
ORD57864,2024-02-20,Central,Technology,Phones,631.31,150.73
ORD78655,2025-01-12,West,Furniture,Chairs,308.65,34.44
ORD57512,2023-12-23,West,Technology,Laptops,149.62,37.85
ORD76400,2023-07-19,East,Office Supplies,Pens,751.69,138.76
ORD68758,2025-02-09,West,Furniture,Chairs,835.02,206.39
ORD68240,2024-03-12,Central,Furniture,Chairs,882.11,56.79
ORD16654,2024-02-16,Central,Technology,Laptops,326.8,87.79
ORD12244,2023-12-27,West,Furniture,Chairs,159.79,46.62
ORD18997,2025-06-02,South,Furniture,Chairs,491.5,62.54
ORD40233,2024-07-24,Central,Office Supplies,Binders,84.26,4.53
ORD68608,2025-01-31,West,Technology,Laptops,648.1,124.17
ORD35701,2024-05-25,South,Office Supplies,Pens,986.26,73.42
ORD03630,2025-04-23,West,Furniture,Tables,457.41,103.26
ORD94423,2024-07-11,East,Office Supplies,Paper,247.48,37.17
ORD60205,2024-12-28,South,Office Supplies,Paper,332.13,72.05
ORD08983,2023-07-02,South,Office Supplies,Paper,120.83,33.4
ORD94134,2024-11-08,East,Technology,Laptops,138.06,34.81
ORD90961,2025-03-09,West,Furniture,Chairs,579.66,51.93
ORD97979,2025-04-20,Central,Office Supplies,Binders,285.07,27.87
ORD72452,2024-08-13,East,Furniture,Tables,697.26,184.78
ORD41356,2024-09-24,Central,Furniture,Tables,112.21,11.5
ORD48045,2025-05-19,West,Furniture,Bookcases,647.05,80.8
ORD07356,2025-01-12,East,Technology,Laptops,495.41,98.0
ORD74809,2024-02-14,West,Office Supplies,Paper,613.36,50.12
ORD73940,2025-04-28,Central,Furniture,Chairs,971.33,170.4
ORD59802,2024-10-31,West,Technology,Laptops,635.72,139.13
ORD60294,2024-01-04,East,Technology,Phones,741.23,216.65
ORD20315,2025-05-16,Central,Technology,Laptops,502.79,79.37
ORD89258,2024-01-12,South,Technology,Phones,962.41,260.0
ORD90734,2023-10-06,West,Technology,Accessories,986.45,155.37
ORD77486,2024-05-31,East,Office Supplies,Pens,943.9,86.35
ORD18648,2024-12-20,South,Technology,Accessories,672.2,194.94
ORD23088,2025-01-15,Central,Furniture,Bookcases,346.87,61.0
ORD29586,2024-11-30,Central,Technology,Accessories,539.8,138.94
ORD23326,2023-07-03,West,Office Supplies,Pens,448.5,111.42
ORD58694,2023-10-15,West,Office Supplies,Binders,37.63,6.66
ORD76748,2023-11-18,South,Office Supplies,Binders,665.29,162.82
ORD17306,2024-04-16,Central,Office Supplies,Binders,865.02,181.15
ORD29315,2023-08-19,Central,Technology,Laptops,98.55,19.36
ORD81788,2023-10-03,West,Technology,Phones,189.16,50.58
ORD42655,2024-08-19,East,Furniture,Bookcases,199.68,46.39
ORD46989,2025-03-19,South,Furniture,Tables,458.28,86.21
ORD06232,2024-05-31,West,Technology,Laptops,883.2,186.82
ORD23717,2024-10-06,East,Furniture,Chairs,260.77,30.87
ORD89022,2023-12-03,Central,Technology,Accessories,191.5,10.12
ORD79006,2024-02-09,East,Technology,Accessories,662.02,98.38
ORD48708,2024-01-12,South,Furniture,Chairs,421.71,21.11
ORD77954,2023-08-02,Central,Furniture,Bookcases,374.08,36.87
ORD76755,2023-11-13,East,Office Supplies,Paper,654.08,35.77
ORD98188,2024-10-05,West,Technology,Phones,68.9,16.54
ORD07378,2023-07-30,West,Furniture,Tables,767.76,141.79
ORD59157,2024-09-18,West,Furniture,Chairs,311.92,51.75
ORD08945,2024-07-09,East,Technology,Phones,394.68,20.31
ORD96268,2023-11-19,East,Office Supplies,Binders,933.13,80.15
ORD84887,2024-04-23,South,Technology,Phones,333.96,40.16
ORD38020,2024-11-22,East,Technology,Accessories,429.63,111.76
ORD76123,2024-09-12,South,Office Supplies,Binders,403.1,42.16
ORD61219,2023-06-30,Central,Furniture,Chairs,580.99,62.21
ORD51881,2023-10-07,West,Furniture,Tables,435.19,70.14
ORD98861,2024-07-09,South,Technology,Phones,860.24,187.81
ORD20706,2024-04-05,West,Furniture,Tables,132.37,27.89
ORD90107,2024-09-06,Central,Office Supplies,Pens,111.29,17.67
ORD23729,2024-08-12,West,Furniture,Bookcases,117.16,16.08
ORD26893,2023-11-29,Central,Furniture,Bookcases,212.69,20.14
ORD48649,2025-05-09,South,Technology,Laptops,532.89,90.14
ORD70350,2024-04-30,South,Furniture,Tables,861.48,87.96
ORD75789,2024-04-25,Central,Technology,Laptops,196.46,57.69
ORD83355,2024-11-26,Central,Office Supplies,Binders,483.91,128.04
ORD70773,2025-01-03,East,Technology,Accessories,452.55,135.54
ORD12315,2024-02-19,South,Technology,Accessories,573.34,53.38
ORD50570,2024-03-12,West,Furniture,Chairs,301.29,31.57
ORD21879,2024-09-19,Central,Office Supplies,Paper,96.21,16.75
ORD38444,2023-07-13,West,Office Supplies,Paper,439.83,58.85
ORD45883,2023-08-29,West,Technology,Laptops,581.15,94.24
ORD14147,2023-07-18,East,Furniture,Tables,876.66,213.18
ORD12350,2023-11-10,Central,Technology,Phones,390.93,93.93
ORD68715,2024-10-08,South,Technology,Accessories,60.63,13.46
ORD68910,2024-09-03,West,Furniture,Bookcases,445.2,100.85
ORD77978,2023-07-20,East,Technology,Phones,979.67,49.77
ORD68446,2024-06-10,Central,Furniture,Bookcases,876.91,181.04
ORD94036,2024-12-23,Central,Office Supplies,Pens,944.73,88.42
ORD64016,2023-11-25,South,Technology,Laptops,249.77,61.21
ORD29573,2025-01-18,East,Furniture,Bookcases,785.39,132.92
ORD78315,2024-09-03,East,Office Supplies,Pens,438.79,55.37
ORD75729,2025-05-15,South,Technology,Phones,307.73,50.44
ORD27318,2024-04-09,Central,Office Supplies,Binders,467.9,69.74
ORD83029,2025-03-14,South,Furniture,Bookcases,757.39,197.54
ORD15854,2024-10-20,Central,Office Supplies,Paper,898.18,235.57
ORD23324,2023-08-18,West,Technology,Laptops,759.92,114.77
ORD65185,2024-10-07,East,Office Supplies,Pens,311.0,69.51
ORD48396,2025-02-17,Central,Technology,Accessories,616.75,36.01
ORD60734,2024-01-21,East,Furniture,Tables,485.87,108.81
ORD67462,2024-12-24,East,Furniture,Bookcases,321.9,19.4
ORD15958,2024-01-15,South,Technology,Accessories,397.36,48.68
ORD17491,2024-05-03,West,Office Supplies,Paper,757.84,119.06
ORD17050,2023-10-12,Central,Furniture,Chairs,711.77,114.63
ORD21816,2024-08-20,South,Technology,Accessories,260.73,14.8
ORD81413,2025-02-09,South,Technology,Laptops,672.55,37.37
ORD44760,2024-12-07,South,Office Supplies,Pens,795.63,219.75
ORD94837,2025-02-27,West,Furniture,Bookcases,199.74,30.48
ORD74029,2025-02-27,South,Technology,Accessories,295.59,20.79
ORD28643,2023-11-12,East,Technology,Laptops,517.92,91.55
ORD02650,2024-08-28,Central,Furniture,Bookcases,764.73,167.52
ORD96218,2025-04-30,East,Office Supplies,Paper,756.4,146.11
ORD36677,2023-09-12,West,Office Supplies,Pens,816.94,183.07
ORD10256,2025-05-19,South,Office Supplies,Binders,747.05,96.17
ORD34202,2025-02-14,Central,Furniture,Bookcases,644.06,124.14
ORD22349,2024-09-08,West,Furniture,Bookcases,466.3,53.9
ORD80137,2024-05-02,South,Technology,Phones,554.16,83.33
ORD83675,2024-09-30,South,Furniture,Tables,402.94,38.97
ORD01779,2023-08-04,East,Furniture,Tables,767.75,149.3
ORD52446,2023-09-10,East,Office Supplies,Binders,944.64,184.26
ORD44092,2023-11-20,West,Technology,Accessories,98.49,29.43
ORD35174,2025-03-31,West,Office Supplies,Binders,570.62,88.26
ORD65642,2025-04-13,Central,Furniture,Chairs,474.38,77.98
ORD60186,2023-12-17,East,Technology,Laptops,825.91,104.88
ORD72631,2024-08-22,Central,Furniture,Tables,595.57,53.26
ORD95695,2024-03-11,West,Technology,Accessories,599.53,132.94
ORD92277,2024-03-26,West,Furniture,Bookcases,775.66,224.48
ORD41490,2023-06-29,Central,Technology,Accessories,609.47,33.41
ORD38502,2025-01-06,Central,Office Supplies,Pens,618.29,95.61
ORD55134,2025-02-03,East,Office Supplies,Pens,196.04,40.04
ORD44867,2023-09-26,South,Furniture,Chairs,380.51,113.79
ORD28839,2023-06-09,West,Office Supplies,Binders,570.18,101.58
ORD47331,2023-12-22,Central,Technology,Phones,815.49,182.95
ORD74932,2024-03-12,East,Office Supplies,Pens,548.0,84.16
ORD11497,2024-07-21,East,Office Supplies,Pens,389.37,81.85
ORD87953,2023-07-28,West,Technology,Phones,356.87,75.41
ORD20409,2024-02-14,East,Furniture,Tables,657.48,74.39
ORD43776,2024-05-04,West,Technology,Accessories,111.29,5.61
ORD18308,2025-02-22,South,Furniture,Chairs,486.43,138.26
ORD58001,2024-12-21,West,Office Supplies,Pens,312.38,50.47
ORD87314,2023-11-16,East,Furniture,Chairs,522.91,96.66
ORD91511,2023-12-20,East,Office Supplies,Binders,414.07,75.43
ORD36786,2023-10-19,South,Technology,Phones,658.26,159.69
ORD10781,2024-08-08,Central,Technology,Laptops,757.22,43.58
ORD71096,2024-10-11,East,Office Supplies,Binders,526.01,113.06
ORD85642,2024-02-20,Central,Technology,Phones,648.75,108.17
ORD70680,2023-09-27,Central,Furniture,Chairs,430.57,21.76
ORD69331,2024-03-24,East,Technology,Accessories,886.87,129.68
ORD42306,2023-07-04,East,Furniture,Tables,418.02,34.74
ORD02302,2024-07-03,East,Technology,Phones,843.86,92.85
ORD65505,2025-05-20,East,Office Supplies,Binders,642.89,161.44
ORD22411,2024-01-19,South,Furniture,Bookcases,903.33,104.91
ORD20667,2023-07-07,Central,Furniture,Tables,807.01,117.32
ORD15145,2025-01-02,West,Technology,Laptops,347.33,62.69
ORD99201,2025-04-06,South,Furniture,Chairs,195.07,45.64
ORD66338,2023-09-26,Central,Technology,Accessories,159.75,14.47
ORD22240,2023-07-03,Central,Furniture,Tables,604.74,118.77
ORD53922,2024-11-06,West,Furniture,Tables,376.95,19.69
ORD20562,2024-10-29,Central,Technology,Laptops,416.97,105.95
ORD01901,2023-09-05,East,Furniture,Bookcases,389.19,93.51
ORD34843,2023-11-29,East,Furniture,Tables,257.44,33.35
ORD91332,2024-03-17,Central,Furniture,Tables,367.76,82.6
ORD28613,2023-10-09,South,Office Supplies,Pens,758.82,170.72
ORD39456,2024-11-17,South,Office Supplies,Paper,686.08,200.83
ORD45234,2023-10-31,South,Technology,Laptops,843.59,231.75
ORD86449,2024-05-17,West,Furniture,Tables,876.79,168.77
ORD60249,2024-07-10,South,Furniture,Bookcases,382.05,108.8
ORD66342,2025-01-07,South,Office Supplies,Binders,999.08,289.92
ORD09536,2025-01-11,West,Office Supplies,Binders,393.54,99.05
ORD77349,2024-08-09,South,Office Supplies,Pens,92.22,13.21
ORD52973,2024-03-11,Central,Technology,Laptops,968.43,255.5
ORD65591,2024-01-02,West,Furniture,Bookcases,69.49,7.93
ORD76253,2025-04-16,South,Furniture,Chairs,962.02,183.67
ORD80966,2024-01-28,West,Furniture,Tables,428.61,29.22
ORD14753,2023-12-19,South,Technology,Accessories,420.02,40.86
ORD74665,2024-11-08,Central,Office Supplies,Pens,985.56,273.17
ORD35389,2024-12-02,West,Technology,Accessories,611.14,175.91
ORD32436,2024-06-26,West,Furniture,Tables,756.47,176.79
ORD92415,2024-06-11,South,Technology,Accessories,474.71,82.53
ORD12763,2025-01-07,West,Office Supplies,Paper,32.11,2.58
ORD83543,2025-06-08,Central,Technology,Phones,67.88,19.47
ORD46858,2025-01-10,Central,Technology,Phones,113.73,11.38
ORD63906,2025-02-07,West,Technology,Phones,171.66,13.99
ORD16824,2024-08-21,East,Furniture,Chairs,898.87,110.02
ORD79399,2025-01-13,East,Technology,Accessories,704.43,198.99
ORD38116,2025-05-05,West,Technology,Accessories,752.05,50.26
ORD83710,2023-12-16,Central,Technology,Accessories,668.11,175.86
ORD07372,2024-03-29,Central,Technology,Accessories,89.3,11.17
ORD07201,2024-01-07,East,Furniture,Bookcases,815.3,141.8
ORD89678,2025-05-11,West,Technology,Accessories,480.68,28.02
ORD08264,2024-08-27,South,Technology,Laptops,836.17,122.03
ORD31214,2024-04-13,West,Technology,Accessories,941.03,78.91
ORD39476,2023-10-29,East,Office Supplies,Pens,970.23,205.92
ORD54292,2024-04-05,East,Technology,Phones,248.86,64.18
ORD45633,2024-09-15,East,Technology,Laptops,993.46,156.0
ORD17299,2024-10-10,East,Technology,Laptops,567.53,116.41
ORD48112,2024-10-19,West,Technology,Accessories,922.79,271.99
ORD66497,2023-08-16,East,Technology,Laptops,414.25,34.35
ORD96706,2024-11-19,East,Furniture,Tables,665.7,74.23
ORD83353,2024-09-17,East,Office Supplies,Pens,420.32,31.58
ORD10161,2023-10-18,South,Technology,Laptops,978.61,86.35
ORD59016,2025-01-31,Central,Furniture,Tables,262.95,74.9
ORD39949,2023-07-05,South,Office Supplies,Binders,716.6,92.8
ORD13334,2024-01-06,East,Technology,Phones,492.52,100.8
ORD37673,2024-11-22,South,Furniture,Chairs,70.79,12.21
ORD48140,2025-03-11,West,Technology,Phones,91.81,27.33
ORD98410,2023-08-03,Central,Furniture,Chairs,430.66,103.1
ORD67930,2023-08-05,West,Furniture,Chairs,701.11,181.12
ORD48116,2023-06-17,East,Technology,Phones,525.32,51.66
ORD49910,2023-07-15,South,Furniture,Chairs,312.3,29.97
ORD42028,2024-08-18,Central,Office Supplies,Paper,849.7,103.37
ORD66168,2023-07-04,East,Office Supplies,Paper,442.63,71.26
ORD42134,2024-07-02,South,Furniture,Chairs,328.91,21.85
ORD54842,2023-07-25,East,Technology,Laptops,425.27,29.37
ORD35316,2023-07-26,East,Office Supplies,Pens,53.43,14.95
ORD79179,2023-08-25,Central,Furniture,Tables,701.17,203.52
ORD38601,2024-02-15,West,Technology,Accessories,360.17,42.14
ORD71171,2023-11-13,South,Furniture,Tables,56.3,14.27
ORD21940,2023-09-22,Central,Technology,Phones,357.43,66.54
ORD47028,2024-08-13,East,Technology,Accessories,811.61,105.7
ORD14112,2025-03-22,South,Office Supplies,Paper,723.95,148.26
ORD87452,2025-05-14,Central,Furniture,Bookcases,673.08,188.77
ORD71936,2024-06-13,East,Technology,Laptops,824.83,41.8
ORD85764,2025-04-07,Central,Furniture,Bookcases,260.91,67.11
ORD63913,2024-08-12,East,Technology,Laptops,332.55,42.55
ORD10749,2023-09-03,Central,Furniture,Chairs,612.12,151.26
ORD61942,2023-12-19,West,Furniture,Chairs,808.19,45.29
ORD21540,2023-08-07,West,Technology,Laptops,405.78,36.55
ORD31535,2023-07-18,East,Furniture,Bookcases,384.31,98.07
ORD69626,2023-07-30,South,Technology,Laptops,635.78,142.0
ORD68455,2023-10-16,East,Technology,Laptops,543.49,28.87
ORD52741,2023-06-10,South,Office Supplies,Binders,615.92,82.83
ORD25471,2025-06-03,South,Office Supplies,Pens,448.58,89.75
ORD79899,2024-01-09,West,Technology,Phones,355.69,54.91
ORD94899,2023-11-27,West,Furniture,Chairs,612.8,102.4
ORD00519,2024-10-09,Central,Furniture,Bookcases,909.73,250.18
ORD56756,2023-11-17,South,Office Supplies,Binders,515.48,150.13
ORD55842,2025-03-31,South,Furniture,Bookcases,184.82,54.48
ORD27172,2024-04-06,East,Technology,Accessories,622.83,115.36
ORD62565,2023-06-29,Central,Furniture,Chairs,110.04,24.23
ORD46070,2024-11-05,West,Office Supplies,Paper,118.25,15.82
ORD01441,2025-03-21,Central,Technology,Laptops,569.66,77.32
ORD30686,2025-04-07,South,Furniture,Chairs,664.98,51.78
ORD24087,2025-02-02,South,Furniture,Tables,994.31,248.26
ORD10066,2024-08-02,West,Furniture,Chairs,327.27,65.5
ORD90417,2023-09-22,South,Technology,Phones,486.53,140.12
ORD82076,2023-10-17,Central,Technology,Laptops,310.34,71.88
ORD38115,2025-04-14,East,Technology,Accessories,893.88,217.34
ORD22328,2023-10-02,West,Furniture,Tables,755.7,92.44
ORD22824,2023-06-19,East,Technology,Accessories,352.18,39.08
ORD84752,2024-07-21,Central,Office Supplies,Paper,807.83,241.91
ORD35999,2024-01-25,West,Office Supplies,Binders,263.23,59.43
ORD00410,2024-12-24,South,Furniture,Tables,247.45,13.21
ORD84791,2023-12-03,South,Furniture,Bookcases,543.93,29.43
ORD51135,2024-11-08,Central,Office Supplies,Pens,909.07,46.8
ORD05357,2025-05-29,South,Technology,Laptops,67.45,19.02
ORD22892,2025-05-26,East,Office Supplies,Binders,60.7,9.04
ORD06415,2024-06-23,South,Furniture,Tables,63.14,14.69
ORD80978,2023-12-12,East,Technology,Accessories,440.36,114.21
ORD02801,2023-06-27,East,Furniture,Chairs,594.91,117.85
ORD41945,2023-12-14,West,Furniture,Bookcases,252.51,14.44
ORD41952,2025-02-09,Central,Furniture,Chairs,616.14,83.02
ORD81447,2024-08-13,West,Office Supplies,Paper,577.06,129.28
ORD67428,2023-07-07,Central,Furniture,Chairs,582.99,149.3
ORD21889,2023-11-29,South,Furniture,Chairs,630.82,115.67
ORD06357,2025-05-17,East,Furniture,Tables,361.84,91.79
ORD80378,2024-09-05,South,Office Supplies,Pens,335.25,84.76
ORD12139,2024-12-23,West,Furniture,Tables,300.11,56.78
ORD74369,2024-08-29,Central,Technology,Laptops,927.21,98.55
ORD05585,2024-03-02,East,Furniture,Bookcases,35.96,6.84
ORD75994,2024-12-02,South,Office Supplies,Pens,363.38,37.37
ORD08429,2025-05-04,Central,Office Supplies,Paper,980.74,87.51
ORD06969,2024-10-16,West,Technology,Accessories,383.57,31.01
ORD04528,2024-09-23,South,Furniture,Tables,705.42,102.27
ORD86061,2024-12-25,West,Office Supplies,Binders,814.64,211.88
ORD06567,2023-12-12,Central,Technology,Laptops,49.87,2.62
ORD37457,2025-05-03,South,Technology,Phones,762.61,210.06
ORD01652,2024-05-18,South,Furniture,Chairs,212.81,53.19
ORD61368,2023-08-01,East,Office Supplies,Pens,377.86,25.6
ORD49802,2024-03-12,West,Technology,Phones,86.49,9.31
ORD30843,2024-06-14,East,Office Supplies,Paper,812.78,104.86
ORD69929,2025-03-29,East,Office Supplies,Pens,451.24,29.54
ORD64447,2025-01-30,West,Furniture,Tables,316.18,32.34
ORD72508,2024-01-14,Central,Office Supplies,Paper,575.82,36.94
ORD23242,2023-11-21,South,Office Supplies,Pens,750.43,77.63
ORD48004,2023-08-10,Central,Technology,Laptops,591.85,76.84
ORD72415,2024-02-29,South,Furniture,Bookcases,934.9,65.43
ORD85574,2025-03-26,South,Office Supplies,Pens,937.99,245.66
ORD90627,2024-08-19,South,Technology,Phones,441.09,64.88
ORD60242,2024-03-21,East,Technology,Phones,210.91,27.54
ORD70333,2024-10-31,South,Office Supplies,Pens,677.14,111.73
ORD29594,2024-03-13,East,Office Supplies,Pens,479.33,116.48
ORD23158,2025-05-24,West,Technology,Accessories,488.7,82.35
ORD28630,2024-01-12,East,Technology,Laptops,259.47,13.36
ORD02966,2023-10-29,East,Technology,Phones,180.66,36.29
ORD99172,2023-08-25,South,Office Supplies,Binders,232.67,61.09
ORD74292,2025-03-14,West,Technology,Accessories,611.63,103.83
ORD20416,2024-06-03,West,Furniture,Bookcases,998.33,150.97
ORD82153,2024-09-09,Central,Furniture,Chairs,871.21,244.28
ORD26693,2024-06-11,Central,Furniture,Chairs,819.17,232.39
ORD03139,2023-10-08,South,Office Supplies,Pens,862.28,183.83
ORD80485,2023-06-14,Central,Furniture,Tables,483.93,52.84
ORD22061,2024-11-11,West,Furniture,Bookcases,544.22,73.22
ORD90193,2024-10-20,West,Furniture,Chairs,253.53,24.23
ORD33593,2024-06-23,East,Office Supplies,Pens,991.74,65.77
ORD97190,2023-06-10,West,Furniture,Chairs,525.94,64.87
ORD00295,2024-05-08,West,Office Supplies,Paper,666.65,134.1
ORD16225,2024-03-27,West,Technology,Phones,803.7,137.29
ORD47185,2024-03-09,Central,Furniture,Tables,845.89,188.22
ORD94079,2024-10-03,West,Office Supplies,Binders,916.54,147.23
ORD32316,2024-10-26,South,Technology,Accessories,617.16,41.57
ORD77814,2024-02-21,West,Furniture,Chairs,23.7,6.12
ORD64743,2024-05-18,Central,Furniture,Chairs,679.97,65.33
ORD01945,2023-11-08,South,Technology,Accessories,783.5,218.13
ORD91177,2024-05-06,South,Office Supplies,Paper,477.52,48.2
ORD66505,2023-10-24,East,Office Supplies,Pens,516.11,149.68
ORD76120,2025-02-06,South,Office Supplies,Paper,735.51,41.98
ORD92815,2024-06-13,South,Furniture,Chairs,567.34,35.79
