date,region,category,total_sales,total_profit
2024-06-10,South,Furniture,215.47,58.43
2024-06-10,South,Office Supplies,176.31,17.51
2024-06-10,Central,Furniture,1795.88,345.9
2024-06-10,East,Technology,757.34,55.51
2024-06-10,South,Technology,729.64,173.28
2024-06-11,Central,Technology,681.6,76.05
2024-06-11,East,Technology,886.71,223.33
2024-06-11,South,Furniture,765.3199999999999,223.86
2024-06-11,West,Furniture,1942.14,390.69
2024-06-11,Central,Furniture,1719.6999999999998,491.75
2024-06-11,West,Technology,322.33,65.98
2024-06-11,South,Technology,927.8199999999999,122.28
2024-06-11,East,Furniture,402.67,35.4
2024-06-11,West,Office Supplies,1709.3,278.5
2024-06-11,East,Office Supplies,1405.6100000000001,265.75
2024-06-12,South,Furniture,511.47,39.81
2024-06-12,Central,Office Supplies,270.18,68.02
2024-06-12,West,Technology,69.56,16.34
2024-06-12,South,Office Supplies,229.43,38.61
2024-06-12,East,Office Supplies,628.03,82.3
2024-06-12,West,Office Supplies,1685.6,310.98
2024-06-12,Central,Furniture,1351.3000000000002,227.28000000000003
2024-06-12,East,Furniture,1452.85,180.49
2024-06-12,West,Furniture,516.16,88.67
2024-06-12,South,Technology,962.72,135.85999999999999
2024-06-13,West,Furniture,1094.13,215.54000000000002
2024-06-13,West,Technology,326.93,90.51
2024-06-13,South,Office Supplies,863.49,62.11
2024-06-13,South,Furniture,1459.12,154.28
2024-06-13,East,Office Supplies,582.5,101.08
2024-06-13,South,Technology,901.68,46.66
2024-06-13,Central,Furniture,513.8,92.83
2024-06-13,Central,Office Supplies,368.72,30.37
2024-06-13,Central,Technology,914.82,218.65
2024-06-13,East,Furniture,1188.33,248.39
2024-06-13,East,Technology,1735.83,109.46
2024-06-13,West,Office Supplies,924.81,181.63
2024-06-14,East,Office Supplies,812.78,104.86
2024-06-14,West,Office Supplies,139.55,36.48
2024-06-14,Central,Furniture,2264.66,323.6
2024-06-14,West,Technology,1871.73,462.76
2024-06-14,South,Furniture,1714.38,316.01
2024-06-14,South,Office Supplies,501.89,114.2
2024-06-14,East,Furniture,723.89,52.77
2024-06-14,West,Furniture,169.11,16.11
2024-06-15,South,Office Supplies,956.18,192.69
2024-06-15,East,Office Supplies,691.6,49.0
2024-06-15,South,Technology,1201.65,102.03999999999999
2024-06-15,East,Furniture,357.64,23.58
2024-06-15,West,Furniture,1458.3200000000002,259.17
2024-06-15,Central,Furniture,661.26,97.73
2024-06-15,Central,Technology,1959.88,357.18
2024-06-15,West,Technology,386.23,74.36
2024-06-15,East,Technology,1421.1299999999999,300.83
2024-06-16,East,Technology,893.42,66.76
2024-06-16,South,Office Supplies,448.62,61.49
2024-06-16,West,Technology,76.8,21.71
2024-06-16,Central,Technology,461.75,85.33
2024-06-16,Central,Furniture,1013.55,191.94
2024-06-16,South,Technology,663.64,50.27
2024-06-16,East,Furniture,428.71,67.53
2024-06-16,South,Furniture,110.79,15.92
2024-06-16,West,Office Supplies,470.5,53.37
2024-06-17,East,Office Supplies,45.98,4.73
2024-06-17,South,Technology,935.02,147.49
2024-06-17,East,Furniture,863.9,231.19
2024-06-17,West,Office Supplies,1550.0,158.79000000000002
2024-06-17,West,Furniture,345.25,48.4
2024-06-17,South,Office Supplies,1522.15,294.79
2024-06-17,West,Technology,120.72,30.03
2024-06-17,Central,Office Supplies,987.61,74.47000000000001
2024-06-17,South,Furniture,817.07,177.82
2024-06-18,Central,Office Supplies,1059.54,185.81
2024-06-18,South,Furniture,153.01,10.48
2024-06-18,Central,Furniture,880.59,215.18
2024-06-18,West,Office Supplies,120.28,29.98
2024-06-18,Central,Technology,498.85,110.81
2024-06-18,South,Office Supplies,353.14,86.25
2024-06-18,West,Technology,95.26,22.68
2024-06-18,West,Furniture,481.8,90.74
2024-06-18,East,Furniture,705.27,101.5
2024-06-19,South,Office Supplies,2004.34,338.14000000000004
2024-06-19,East,Office Supplies,465.71,43.05
2024-06-19,West,Technology,126.63,32.16
2024-06-19,West,Office Supplies,127.18,15.13
2024-06-19,South,Furniture,1662.76,394.06
2024-06-19,Central,Technology,1128.8200000000002,230.06
2024-06-19,South,Technology,156.4,19.66
2024-06-19,East,Technology,982.04,217.64000000000001
2024-06-19,East,Furniture,904.71,145.18
2024-06-19,Central,Office Supplies,834.84,62.79
2024-06-20,West,Technology,23.89,6.19
2024-06-20,Central,Office Supplies,562.46,121.43
2024-06-20,South,Office Supplies,673.05,37.0
2024-06-20,South,Furniture,1608.75,223.33
2024-06-20,East,Technology,2008.62,358.25
2024-06-20,East,Office Supplies,559.18,84.49
2024-06-20,Central,Technology,945.3900000000001,131.43
2024-06-20,East,Furniture,1819.3,411.38
2024-06-20,South,Technology,705.63,55.21
2024-06-21,East,Furniture,1095.8100000000002,194.01000000000002
2024-06-21,South,Technology,675.55,81.18
2024-06-21,East,Office Supplies,1072.4,230.45
2024-06-21,Central,Furniture,1273.61,183.07
2024-06-21,West,Furniture,827.6700000000001,151.17000000000002
2024-06-21,West,Technology,160.71,46.37
2024-06-21,South,Furniture,1075.76,287.99
2024-06-21,South,Office Supplies,1830.3500000000001,407.59
2024-06-21,Central,Technology,2467.52,429.02
2024-06-22,West,Technology,738.24,197.68
2024-06-22,West,Furniture,1374.11,236.31
2024-06-22,West,Office Supplies,1070.49,145.0
2024-06-22,South,Furniture,1398.57,171.42000000000002
2024-06-22,Central,Office Supplies,982.93,133.74
2024-06-22,East,Technology,279.12,64.54
2024-06-22,East,Office Supplies,968.77,161.6
2024-06-22,South,Technology,418.31,91.17
2024-06-22,South,Office Supplies,1212.5,242.32
2024-06-22,East,Furniture,326.13,18.83
2024-06-23,East,Technology,885.75,110.47
2024-06-23,West,Furniture,599.52,147.02
2024-06-23,South,Technology,842.41,59.95
2024-06-23,South,Furniture,63.14,14.69
2024-06-23,Central,Furniture,228.51,24.0
2024-06-23,East,Furniture,196.98,12.0
2024-06-23,West,Office Supplies,190.8,49.97
2024-06-23,East,Office Supplies,1617.51,140.95999999999998
2024-06-24,West,Technology,646.33,90.75
2024-06-24,South,Technology,2639.65,360.01
2024-06-24,West,Furniture,713.42,199.86
2024-06-24,Central,Furniture,675.65,163.91
2024-06-24,South,Office Supplies,798.89,71.9
2024-06-24,Central,Office Supplies,22.68,1.38
2024-06-24,East,Furniture,558.97,98.48
2024-06-25,South,Office Supplies,1018.4300000000001,225.08
2024-06-25,South,Furniture,687.34,151.05
2024-06-25,East,Furniture,1559.4,135.63
2024-06-25,Central,Technology,966.45,233.57
2024-06-25,East,Technology,923.21,241.91000000000003
2024-06-25,Central,Office Supplies,1147.1399999999999,186.55
2024-06-26,South,Furniture,59.71,13.44
2024-06-26,East,Furniture,858.31,43.17
2024-06-26,West,Furniture,1508.31,254.62
2024-06-26,West,Technology,552.8,68.96
2024-06-26,South,Office Supplies,213.04,40.47
2024-06-26,Central,Office Supplies,926.99,177.22
2024-06-26,East,Office Supplies,26.62,2.86
2024-06-26,West,Office Supplies,942.43,64.67
2024-06-26,Central,Technology,402.56,62.08
2024-06-27,West,Office Supplies,413.5,21.03
2024-06-27,Central,Office Supplies,758.62,113.86
2024-06-27,South,Technology,1331.4899999999998,229.33999999999997
2024-06-27,Central,Technology,1613.79,345.67999999999995
2024-06-27,East,Office Supplies,992.62,80.52
2024-06-27,East,Furniture,442.01,90.34
2024-06-27,South,Office Supplies,151.31,29.97
2024-06-27,South,Furniture,387.16,87.5
2024-06-27,Central,Furniture,1339.1100000000001,249.95999999999998
2024-06-28,Central,Furniture,830.57,128.97
2024-06-28,East,Office Supplies,2374.87,267.40999999999997
2024-06-28,West,Furniture,404.44,62.93
2024-06-28,South,Furniture,774.91,82.53
2024-06-28,West,Office Supplies,806.28,89.11
2024-06-28,South,Technology,839.43,140.87
2024-06-28,West,Technology,982.87,184.98
2024-06-28,South,Office Supplies,1736.1399999999999,265.99
2024-06-28,Central,Technology,464.1,125.16
2024-06-29,South,Furniture,1208.01,143.16
2024-06-29,West,Office Supplies,843.33,116.58
2024-06-29,East,Technology,812.3399999999999,114.28999999999999
2024-06-29,South,Office Supplies,1263.1399999999999,138.06
2024-06-29,East,Office Supplies,1334.81,194.92000000000002
2024-06-29,Central,Office Supplies,54.62,15.33
2024-06-29,Central,Technology,853.6,103.33
2024-06-29,Central,Furniture,176.14,13.21
2024-06-29,East,Furniture,540.19,39.81
2024-06-29,West,Technology,467.15,131.44
2024-06-30,West,Office Supplies,1500.82,253.95
2024-06-30,Central,Technology,1149.77,184.83
2024-06-30,West,Technology,427.85,110.55000000000001
2024-06-30,Central,Furniture,872.2,101.86
2024-06-30,South,Office Supplies,838.15,100.93
2024-06-30,East,Technology,112.21000000000001,19.61
2024-06-30,South,Furniture,905.51,249.75
2024-07-01,Central,Office Supplies,648.6,40.83
2024-07-01,West,Technology,1811.71,205.47000000000003
2024-07-01,East,Technology,449.76,33.25
2024-07-01,South,Furniture,982.88,139.5
2024-07-01,East,Furniture,1011.16,195.62
2024-07-01,South,Office Supplies,250.71,65.38
2024-07-01,West,Office Supplies,1333.96,114.0
2024-07-01,Central,Furniture,219.54,22.32
2024-07-02,Central,Office Supplies,429.71,55.85
2024-07-02,South,Furniture,1446.0300000000002,188.73000000000002
2024-07-02,East,Technology,471.1,34.82
2024-07-02,West,Technology,467.92,101.54
2024-07-02,West,Furniture,1041.46,190.69
2024-07-03,South,Office Supplies,2745.6600000000003,377.57
2024-07-03,South,Technology,1608.87,420.30999999999995
2024-07-03,East,Furniture,1834.7199999999998,422.19
2024-07-03,Central,Technology,2363.15,298.99
2024-07-03,West,Technology,45.15,11.06
2024-07-03,Central,Office Supplies,475.94,105.83
2024-07-03,East,Technology,843.86,92.85
2024-07-03,Central,Furniture,261.07,50.33
2024-07-03,West,Office Supplies,151.41,32.67
2024-07-03,South,Furniture,788.8599999999999,206.99
2024-07-04,East,Office Supplies,581.68,79.48
2024-07-04,Central,Furniture,1641.47,459.73
2024-07-04,West,Office Supplies,585.27,101.53
2024-07-04,West,Furniture,1372.21,216.97
2024-07-04,Central,Office Supplies,471.76,128.1
2024-07-04,East,Furniture,523.07,41.44
2024-07-04,South,Office Supplies,924.5899999999999,246.17000000000002
2024-07-04,East,Technology,1067.58,261.49
2024-07-04,Central,Technology,695.58,40.17
2024-07-04,South,Furniture,684.01,129.84
2024-07-04,South,Technology,179.98,33.11
2024-07-05,West,Furniture,512.81,136.95
2024-07-05,West,Technology,365.57,34.19
2024-07-05,West,Office Supplies,385.68,62.43
2024-07-05,Central,Office Supplies,1425.24,164.76
2024-07-05,Central,Furniture,653.49,151.74
2024-07-05,East,Technology,650.29,177.59
2024-07-05,South,Technology,905.59,106.05999999999999
2024-07-06,West,Technology,403.49,35.62
2024-07-06,East,Furniture,526.42,54.05
2024-07-06,East,Technology,121.13,33.19
2024-07-06,South,Furniture,621.78,85.65
2024-07-06,Central,Furniture,337.6,97.5
2024-07-06,West,Office Supplies,1109.63,96.75
2024-07-06,South,Office Supplies,969.25,134.23
2024-07-07,West,Technology,698.9300000000001,80.38
2024-07-07,Central,Technology,1045.41,106.34
2024-07-07,East,Furniture,686.62,90.8
2024-07-07,Central,Office Supplies,894.62,144.13
2024-07-07,South,Office Supplies,580.7,138.07
2024-07-07,South,Technology,520.53,43.44
2024-07-07,East,Technology,1926.2299999999998,303.58000000000004
2024-07-07,Central,Furniture,1949.6499999999999,299.74
2024-07-07,West,Office Supplies,74.88,11.09
2024-07-07,West,Furniture,419.23,45.34
2024-07-08,Central,Furniture,1049.04,234.69
2024-07-08,Central,Technology,1521.58,211.74
2024-07-08,West,Furniture,1335.35,125.64
2024-07-08,Central,Office Supplies,477.35,123.75
2024-07-08,East,Furniture,816.74,156.48
2024-07-08,East,Technology,907.99,112.28999999999999
2024-07-08,East,Office Supplies,1257.2199999999998,149.09
2024-07-09,South,Technology,860.24,187.81
2024-07-09,Central,Technology,381.6,25.5
2024-07-09,East,Technology,973.04,186.21
2024-07-09,South,Furniture,168.6,21.82
2024-07-09,East,Office Supplies,1280.51,315.97
2024-07-09,West,Office Supplies,598.9599999999999,80.92
2024-07-09,Central,Office Supplies,559.47,160.78
2024-07-09,East,Furniture,878.67,207.59
2024-07-09,South,Office Supplies,773.3199999999999,151.55
2024-07-10,South,Furniture,382.05,108.8
2024-07-10,Central,Furniture,469.65,67.29
2024-07-10,West,Technology,2043.1100000000001,326.97
2024-07-10,East,Furniture,603.08,122.97
2024-07-10,West,Office Supplies,438.3,37.01
2024-07-10,West,Furniture,124.67,22.58
2024-07-10,East,Technology,924.49,191.72
2024-07-10,South,Technology,904.75,184.46
2024-07-11,South,Furniture,430.17,110.36
2024-07-11,Central,Technology,272.71000000000004,64.59
2024-07-11,West,Furniture,691.54,202.03
2024-07-11,South,Office Supplies,1185.69,282.61
2024-07-11,East,Technology,105.22,22.02
2024-07-11,East,Office Supplies,2489.29,541.29
2024-07-11,Central,Office Supplies,997.15,160.69
2024-07-11,East,Furniture,691.78,172.86
2024-07-11,South,Technology,452.61,105.11
2024-07-11,West,Office Supplies,294.83,61.25
2024-07-11,Central,Furniture,1245.08,239.63
2024-07-12,Central,Office Supplies,674.6,48.49
2024-07-12,South,Furniture,756.4,98.45
2024-07-12,East,Office Supplies,114.34,17.54
2024-07-12,South,Office Supplies,594.44,163.62
2024-07-12,Central,Technology,788.71,174.85
2024-07-12,South,Technology,2085.87,442.75000000000006
2024-07-12,West,Furniture,437.94,24.47
2024-07-12,West,Office Supplies,482.15,128.56
2024-07-12,Central,Furniture,311.4,42.13
2024-07-13,West,Office Supplies,199.14,20.74
2024-07-13,Central,Office Supplies,512.63,89.17
2024-07-13,East,Office Supplies,767.2,149.47
2024-07-13,South,Technology,559.31,129.51
2024-07-13,Central,Furniture,655.55,33.03
2024-07-13,South,Furniture,772.18,124.1
2024-07-13,West,Technology,1054.6100000000001,195.42
2024-07-13,West,Furniture,676.21,158.8
2024-07-13,Central,Technology,365.63,36.74
2024-07-13,South,Office Supplies,1220.9,247.7
2024-07-14,Central,Furniture,1226.92,142.62
2024-07-14,East,Furniture,64.18,4.74
2024-07-14,Central,Technology,679.83,36.14
2024-07-14,South,Office Supplies,2090.03,399.07
2024-07-14,South,Technology,369.38,58.82
2024-07-14,West,Office Supplies,1283.01,255.36
2024-07-14,West,Furniture,1046.92,146.82
2024-07-15,West,Furniture,1786.54,346.4
2024-07-15,East,Furniture,858.54,180.0
2024-07-15,West,Office Supplies,672.76,146.93
2024-07-15,East,Office Supplies,116.1,27.22
2024-07-15,Central,Furniture,1508.0900000000001,227.57
2024-07-15,Central,Technology,937.11,98.2
2024-07-15,East,Technology,1573.72,347.69
2024-07-15,South,Technology,127.09,34.99
2024-07-15,West,Technology,853.57,202.87
2024-07-15,South,Furniture,932.8599999999999,193.22
2024-07-16,East,Furniture,771.77,217.8
2024-07-16,East,Office Supplies,324.92999999999995,30.990000000000002
2024-07-16,Central,Furniture,1196.9699999999998,169.01000000000002
2024-07-16,West,Furniture,336.9,18.11
2024-07-16,West,Office Supplies,525.55,146.38
2024-07-16,West,Technology,231.81,23.75
2024-07-16,South,Furniture,82.0,22.57
2024-07-16,Central,Office Supplies,1338.5500000000002,164.78
2024-07-16,Central,Technology,311.76,50.81
2024-07-16,South,Technology,1675.44,244.75
2024-07-17,South,Office Supplies,1216.17,212.34
2024-07-17,Central,Office Supplies,1635.42,220.76000000000002
2024-07-17,South,Technology,552.86,40.87
2024-07-17,West,Technology,267.79,54.33
2024-07-17,West,Furniture,166.62,43.83
2024-07-17,East,Office Supplies,125.66,7.5
2024-07-17,South,Furniture,687.8900000000001,73.59
2024-07-17,West,Office Supplies,704.28,116.22
2024-07-17,East,Furniture,544.98,90.48
2024-07-17,East,Technology,1909.81,347.4
2024-07-18,West,Technology,504.08,87.44
2024-07-18,Central,Office Supplies,1234.18,235.14000000000001
2024-07-18,South,Furniture,111.36,16.49
2024-07-18,Central,Furniture,842.41,176.65
2024-07-18,East,Office Supplies,1809.04,438.07000000000005
2024-07-18,East,Technology,64.61,16.93
2024-07-19,East,Technology,75.92,18.8
2024-07-19,South,Furniture,781.68,95.50999999999999
2024-07-19,East,Furniture,1849.06,330.86
2024-07-19,West,Office Supplies,980.73,216.37
2024-07-19,South,Office Supplies,1131.52,167.76000000000002
2024-07-19,East,Office Supplies,614.4,159.85
2024-07-19,Central,Office Supplies,1306.4099999999999,144.35
2024-07-19,South,Technology,190.95,40.41
2024-07-19,West,Technology,1341.97,251.75
2024-07-20,West,Technology,468.94,64.68
2024-07-20,South,Technology,554.55,38.37
2024-07-20,Central,Furniture,1937.74,494.03999999999996
2024-07-20,Central,Office Supplies,352.24,49.34
2024-07-20,East,Technology,114.07,26.99
2024-07-20,South,Furniture,121.55,35.13
2024-07-20,East,Office Supplies,236.21,38.0
2024-07-20,West,Office Supplies,1711.5,235.99
2024-07-20,East,Furniture,842.73,72.8
2024-07-20,West,Furniture,532.8,61.09
2024-07-21,East,Office Supplies,389.37,81.85
2024-07-21,West,Technology,332.68,32.04
2024-07-21,West,Furniture,425.04,97.48
2024-07-21,Central,Office Supplies,807.83,241.91
2024-07-21,East,Furniture,555.27,102.31
2024-07-21,Central,Furniture,1077.0900000000001,142.23
2024-07-21,West,Office Supplies,591.7,36.25
2024-07-21,South,Furniture,88.68,7.62
2024-07-21,South,Technology,2295.77,460.52
2024-07-22,South,Office Supplies,1128.5100000000002,297.2
2024-07-22,South,Technology,315.98,44.27
2024-07-22,Central,Furniture,178.75,33.92
2024-07-22,Central,Office Supplies,213.18,53.44
2024-07-22,East,Technology,1122.52,176.75
2024-07-22,East,Office Supplies,544.99,150.73
2024-07-22,West,Technology,853.82,85.05
2024-07-23,Central,Technology,709.61,198.56
2024-07-23,West,Furniture,1614.19,360.91
2024-07-23,East,Technology,809.8,181.36
2024-07-23,East,Furniture,664.9300000000001,79.19
2024-07-23,Central,Office Supplies,968.92,49.52
2024-07-23,West,Office Supplies,1422.3,382.99
2024-07-23,South,Furniture,632.53,141.61
2024-07-24,West,Furniture,720.01,102.31
2024-07-24,Central,Office Supplies,410.31,79.77
2024-07-24,South,Furniture,623.09,64.54
2024-07-24,South,Office Supplies,144.24,20.78
2024-07-24,Central,Technology,266.14,66.84
2024-07-24,South,Technology,1604.75,324.0
2024-07-25,South,Office Supplies,690.51,64.58
2024-07-25,Central,Office Supplies,1327.32,315.39
2024-07-25,East,Furniture,1008.92,78.03999999999999
2024-07-25,West,Furniture,1133.29,195.7
2024-07-25,Central,Furniture,72.18,13.89
2024-07-25,Central,Technology,926.03,200.59
2024-07-25,West,Technology,735.09,143.96
2024-07-25,East,Office Supplies,96.95,9.29
2024-07-26,East,Technology,1564.95,239.96999999999997
2024-07-26,South,Office Supplies,858.5,129.52
2024-07-26,West,Technology,645.62,37.51
2024-07-26,West,Office Supplies,1889.97,186.17000000000002
2024-07-26,Central,Technology,2078.47,299.89
2024-07-26,South,Technology,336.27,41.44
2024-07-27,Central,Furniture,954.69,164.17
2024-07-27,Central,Office Supplies,676.77,152.58
2024-07-27,West,Office Supplies,389.84,29.92
2024-07-27,South,Office Supplies,1085.55,169.14
2024-07-27,East,Furniture,1558.27,146.71
2024-07-27,Central,Technology,1602.42,423.76
2024-07-27,East,Office Supplies,51.24,4.8
2024-07-27,East,Technology,1350.31,177.77
2024-07-28,South,Office Supplies,847.35,80.86
2024-07-28,East,Furniture,1450.3400000000001,385.18
2024-07-28,East,Office Supplies,753.04,149.3
2024-07-28,South,Furniture,802.78,171.17
2024-07-28,West,Technology,900.41,96.81
2024-07-28,East,Technology,1930.5300000000002,376.62
2024-07-28,Central,Furniture,1464.12,254.72
2024-07-29,Central,Technology,1229.31,296.27
2024-07-29,Central,Office Supplies,1744.42,405.7
2024-07-29,West,Office Supplies,936.33,252.43
2024-07-29,South,Office Supplies,468.47,67.71000000000001
2024-07-30,East,Office Supplies,2181.1099999999997,441.87
2024-07-30,South,Furniture,722.3700000000001,67.42
2024-07-30,East,Technology,20.45,1.89
2024-07-30,Central,Office Supplies,1036.8899999999999,115.38999999999999
2024-07-30,South,Technology,575.81,41.52
2024-07-30,South,Office Supplies,1013.74,176.39999999999998
2024-07-30,East,Furniture,456.06,75.83
2024-07-31,Central,Furniture,1789.42,239.51999999999998
2024-07-31,Central,Technology,545.69,92.35
2024-07-31,South,Technology,129.92,9.09
2024-07-31,South,Office Supplies,219.23,41.17
2024-08-01,West,Office Supplies,1226.9,280.34000000000003
2024-08-01,West,Furniture,544.29,44.37
2024-08-01,South,Furniture,604.15,79.35
2024-08-01,South,Office Supplies,1101.94,171.38
2024-08-01,East,Technology,925.43,228.54
2024-08-01,East,Office Supplies,534.75,60.85
2024-08-01,East,Furniture,940.27,203.29
2024-08-02,East,Office Supplies,1122.4,129.1
2024-08-02,Central,Technology,49.82,7.79
2024-08-02,West,Furniture,673.4,87.0
2024-08-02,West,Technology,2163.92,351.65000000000003
2024-08-02,Central,Furniture,312.42,62.7
2024-08-02,South,Technology,2048.08,438.22
2024-08-02,East,Furniture,845.02,89.92
2024-08-03,East,Office Supplies,248.34,33.92
2024-08-03,South,Furniture,1501.74,212.82
2024-08-03,South,Office Supplies,697.8,97.37
2024-08-03,Central,Technology,915.04,201.76
2024-08-03,Central,Office Supplies,518.16,95.09
2024-08-03,West,Technology,270.22,43.07
2024-08-04,South,Furniture,1442.3899999999999,299.19
2024-08-04,East,Technology,182.73,35.51
2024-08-04,Central,Furniture,803.09,66.97
2024-08-04,West,Furniture,582.73,133.46
2024-08-04,West,Technology,202.22,31.49
2024-08-04,South,Office Supplies,1332.57,249.99
2024-08-04,East,Furniture,657.1,130.33
2024-08-04,Central,Office Supplies,893.21,117.06
2024-08-04,East,Office Supplies,112.17,17.51
2024-08-05,Central,Office Supplies,594.05,56.83
2024-08-05,East,Technology,1051.73,219.35
2024-08-05,West,Technology,375.6,104.62
2024-08-05,Central,Technology,129.44,12.26
2024-08-05,West,Furniture,1218.56,242.16000000000003
2024-08-05,East,Office Supplies,844.8,229.88
2024-08-05,Central,Furniture,91.25,15.52
2024-08-06,West,Office Supplies,20.96,4.55
2024-08-06,West,Furniture,728.51,159.29
2024-08-06,East,Technology,1881.27,536.96
2024-08-06,East,Office Supplies,810.78,231.64
2024-08-06,East,Furniture,918.11,135.34
2024-08-06,South,Office Supplies,1602.04,270.34000000000003
2024-08-06,Central,Furniture,101.77,22.68
2024-08-07,South,Office Supplies,25.58,6.24
2024-08-07,West,Office Supplies,333.11,61.91
2024-08-07,East,Technology,257.1,44.27
2024-08-07,East,Furniture,258.7,21.08
2024-08-07,Central,Office Supplies,352.86,49.09
2024-08-07,West,Furniture,367.82,103.44
2024-08-08,South,Technology,240.96,32.2
2024-08-08,East,Technology,1319.5900000000001,264.26
2024-08-08,Central,Technology,757.22,43.58
2024-08-08,Central,Office Supplies,646.38,68.32
2024-08-09,Central,Office Supplies,973.88,194.79
2024-08-09,West,Furniture,1372.17,268.0
2024-08-09,Central,Furniture,1121.82,165.0
2024-08-09,South,Office Supplies,92.22,13.21
2024-08-09,South,Technology,43.57,12.54
2024-08-09,South,Furniture,989.66,208.0
2024-08-09,Central,Technology,1226.87,281.64
2024-08-09,West,Office Supplies,1188.6,120.24000000000001
2024-08-09,East,Furniture,2038.67,254.89
2024-08-10,West,Technology,623.55,110.75999999999999
2024-08-10,Central,Technology,1628.1,365.75
2024-08-10,East,Office Supplies,878.56,164.91
2024-08-10,East,Technology,149.12,32.37
2024-08-10,Central,Office Supplies,792.48,119.25
2024-08-10,East,Furniture,592.39,97.69
2024-08-11,South,Office Supplies,959.77,209.06
2024-08-11,Central,Technology,802.64,112.15
2024-08-11,Central,Furniture,1134.13,131.4
2024-08-11,West,Technology,1160.21,148.78
2024-08-11,South,Furniture,1536.9,262.62
2024-08-11,East,Technology,281.12,41.48
2024-08-11,East,Furniture,1564.52,169.95
2024-08-11,Central,Office Supplies,761.58,197.67
2024-08-11,West,Furniture,1393.0900000000001,338.6
2024-08-11,East,Office Supplies,267.22,46.18
2024-08-12,West,Furniture,117.16,16.08
2024-08-12,East,Furniture,813.81,222.43
2024-08-12,South,Furniture,293.94,81.69
2024-08-12,East,Technology,332.55,42.55
2024-08-12,West,Office Supplies,1286.17,294.38
2024-08-12,South,Office Supplies,871.49,158.26
2024-08-13,East,Furniture,1521.54,341.14
2024-08-13,West,Furniture,2047.02,350.9
2024-08-13,Central,Technology,2450.65,291.58
2024-08-13,West,Office Supplies,2423.2400000000002,368.18999999999994
2024-08-13,Central,Office Supplies,850.84,97.77
2024-08-13,East,Office Supplies,1133.99,251.53
2024-08-13,South,Furniture,114.37,19.32
2024-08-13,East,Technology,1284.92,222.5
2024-08-14,Central,Technology,941.73,142.01
2024-08-14,East,Technology,1127.66,153.62
2024-08-14,East,Furniture,1286.88,243.95999999999998
2024-08-14,East,Office Supplies,769.69,173.99
2024-08-14,Central,Furniture,896.44,124.25999999999999
2024-08-14,South,Technology,734.52,190.33
2024-08-14,West,Technology,2446.9700000000003,523.1
2024-08-14,South,Furniture,1667.5900000000001,249.2
2024-08-14,Central,Office Supplies,428.67,103.66
2024-08-15,West,Technology,1092.64,188.32
2024-08-15,South,Furniture,1716.66,139.21
2024-08-15,Central,Technology,1826.56,300.02
2024-08-15,East,Office Supplies,183.66,30.72
2024-08-15,South,Technology,178.71,22.26
2024-08-16,Central,Office Supplies,1061.61,221.82
2024-08-16,South,Office Supplies,1483.0900000000001,323.87
2024-08-16,Central,Technology,625.7,55.84
2024-08-16,South,Furniture,767.35,158.6
2024-08-16,West,Office Supplies,528.31,37.92
2024-08-16,East,Technology,533.8,53.89
2024-08-16,West,Technology,2240.54,342.34000000000003
2024-08-16,Central,Furniture,748.63,120.95
2024-08-16,West,Furniture,971.1300000000001,131.27
2024-08-17,West,Furniture,540.0600000000001,102.28
2024-08-17,Central,Office Supplies,638.6,171.84
2024-08-17,South,Technology,605.89,112.61
2024-08-17,South,Furniture,554.05,82.54
2024-08-17,Central,Technology,152.06,37.34
2024-08-17,East,Technology,108.45,27.04
2024-08-17,West,Office Supplies,645.99,123.34
2024-08-17,East,Furniture,56.4,12.72
2024-08-17,South,Office Supplies,317.85999999999996,37.83
2024-08-17,Central,Furniture,1438.9099999999999,200.32
2024-08-17,East,Office Supplies,543.21,46.29
2024-08-18,Central,Furniture,707.66,143.9
2024-08-18,South,Technology,481.28,101.78
2024-08-18,Central,Technology,579.8,48.29
2024-08-18,West,Office Supplies,66.01,15.3
2024-08-18,West,Technology,562.16,48.29
2024-08-18,West,Furniture,857.4,137.58
2024-08-18,Central,Office Supplies,849.7,103.37
2024-08-18,South,Office Supplies,856.63,143.49
2024-08-19,East,Furniture,1751.33,190.64
2024-08-19,West,Technology,493.83,68.99
2024-08-19,East,Technology,397.83,27.46
2024-08-19,West,Office Supplies,450.9,35.21
2024-08-19,South,Technology,2898.0299999999997,416.54999999999995
2024-08-19,Central,Office Supplies,873.32,180.87
2024-08-19,East,Office Supplies,281.17,30.57
2024-08-20,Central,Office Supplies,629.41,75.92
2024-08-20,East,Furniture,957.19,205.94
2024-08-20,East,Office Supplies,916.55,181.05
2024-08-20,South,Office Supplies,1712.9,291.39
2024-08-20,Central,Technology,32.09,4.07
2024-08-20,South,Technology,260.73,14.8
2024-08-20,West,Furniture,573.02,128.77
2024-08-20,Central,Furniture,603.23,90.93
2024-08-20,West,Technology,1034.37,171.66
2024-08-20,South,Furniture,456.41,84.81
2024-08-21,East,Furniture,2855.6400000000003,304.45
2024-08-21,Central,Office Supplies,625.02,158.4
2024-08-21,East,Office Supplies,344.86,36.54
2024-08-21,Central,Furniture,484.18,69.06
2024-08-21,Central,Technology,2708.51,462.34999999999997
2024-08-21,West,Office Supplies,1743.58,238.84
2024-08-21,South,Furniture,134.51,8.21
